Notes		Notes on tables
Notes	Request Version	01.00.31beta
Notes	MIPs (...)	The last two columns in each row list MIPs associated with each variable. The first column in this pair lists the MIPs which are requesting the variable in one or more experiments. The second column lists the MIPs proposing experiments in which this variable is requested. E.g. If a variable is requested in a DECK experiment by HighResMIP, then HighResMIP appears in the first column and DECK in the second
Notes	Table	Reference Volume (1 deg. atmosphere, 0.5 deg. ocean)
Notes	6hrLev	760G
Notes	AERday	946M
Notes	AERmon	44G
Notes	Amon	50G
Notes	CFday	1G
Notes	CFmon	43G
Notes	Eday	4G
Notes	Efx	0M
Notes	Emon	85G
Notes	EmonZ	0M
Notes	Eyr	1G
Notes	LImon	1G
Notes	Lmon	7G
Notes	Ofx	24M
Notes	Omon	144G
Notes	Oyr	13G
Notes	SIday	9G
Notes	SImon	3G
Notes	day	52G
Notes	fx	6M
MIP table	Priority	Long name	units	description	comment	Variable Name	CF Standard Name	cell_methods	positive	type	dimensions	CMOR Name	modeling_realm	frequency	cell_measures	prov	provNote	rowIndex	UID	vid	stid	Structure Title	valid_min	valid_max	ok_min_mean_abs	ok_max_mean_abs	MIPs (requesting)	MIPs (by experiment)	Number of Years	Slice Type	Years	Grid	
6hrLev	Lowest priority value set in request for this variable for this experiment	NetCDF Global Attribute			Name of variable in file			CMOR directive			CMOR name, unique within table										CMOR variable identifier	MIP variable identifier	Structure identifier										
6hrLev	1	Air Temperature	K	Air Temperature		ta	air_temperature	area: mean time: point		real	longitude latitude alevel time1	ta	atmos	6hrPt	area: areacella	6hrLev ((isd.003))		14	bab8f686-e5dd-11e5-8482-ac72891c3257	b9c3eb96337c69c1c4a5aab1317f5563	f7dcede6-562c-11e6-a2a4-ac72891c3257	Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [amn-tpt]					CMIP,CORDEX,PMIP,VIACSAB,VolMIP	PMIP	All			
6hrLev	1	Eastward Wind	m s-1	Zonal wind (positive in a eastward direction).		ua	eastward_wind	time: point		real	longitude latitude alevel time1	ua	atmos	6hrPt	--OPT	6hrLev ((isd.003))		15	babb47a6-e5dd-11e5-8482-ac72891c3257	21db90c0a12448299f855fdab60930d4	f94870ca-80ba-11e6-ab6e-5404a60d96b5	Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [tpt]					CMIP,CORDEX,PMIP,VIACSAB,VolMIP	PMIP	All			
6hrLev	1	Northward Wind	m s-1	Meridional wind (positive in a northward direction).		va	northward_wind	time: point		real	longitude latitude alevel time1	va	atmos	6hrPt	--OPT	6hrLev ((isd.003))		16	babbaebc-e5dd-11e5-8482-ac72891c3257	2dedcb347c18e132a2f4d625abf94585	f94870ca-80ba-11e6-ab6e-5404a60d96b5	Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [tpt]					CMIP,CORDEX,PMIP,VIACSAB,VolMIP	PMIP	All			
6hrLev	1	Specific Humidity	1	Specific humidity is the mass fraction of water vapor in (moist) air.		hus	specific_humidity	area: mean time: point		real	longitude latitude alevel time1	hus	atmos	6hrPt	area: areacella	6hrLev ((isd.003))		17	bab009cc-e5dd-11e5-8482-ac72891c3257	53f4724d228998d54191c73352532ce3	f7dcede6-562c-11e6-a2a4-ac72891c3257	Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [amn-tpt]					CMIP,CORDEX,PMIP,VIACSAB,VolMIP	PMIP	All			
6hrLev	1	Surface Air Pressure	Pa	surface pressure (not mean sea-level pressure), 2-D field to calculate the 3-D pressure field from hybrid coordinates	surface pressure, not mean sea level pressure	ps	surface_air_pressure	area: mean time: point		real	longitude latitude time1	ps	atmos	6hrPt	area: areacella	6hrLev ((isd.003))		18	bab46b70-e5dd-11e5-8482-ac72891c3257	8c9504d28596e05586c8e193082ac617	63c0cae8-15f2-11e7-87e0-5404a60d96b5	Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]					CMIP,CORDEX,PMIP,VIACSAB,VolMIP	PMIP	All			
6hrLev	1	Pressure at Model Full-Levels	Pa	Air pressure on model levels	Air Pressure (required only if pressure on model levels cannot be derived from other fields, e.g. for a non-hydrostatic model)	pfull	air_pressure	area: mean time: point		real	longitude latitude alevel time1	pfull	atmos	6hrPt	area: areacella	PMIP [PMIP-6hr]		8	d237b082-4a9f-11e6-b84e-ac72891c3257	7a107875bd58c5e655e8f87152a3bad7	f7dcede6-562c-11e6-a2a4-ac72891c3257	Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [amn-tpt]					PMIP	PMIP	All			
MIP table	Priority	Long name	units	description	comment	Variable Name	CF Standard Name	cell_methods	positive	type	dimensions	CMOR Name	modeling_realm	frequency	cell_measures	prov	provNote	rowIndex	UID	vid	stid	Structure Title	valid_min	valid_max	ok_min_mean_abs	ok_max_mean_abs	MIPs (requesting)	MIPs (by experiment)	Number of Years	Slice Type	Years	Grid	
AERday	Lowest priority value set in request for this variable for this experiment	NetCDF Global Attribute			Name of variable in file			CMOR directive			CMOR name, unique within table										CMOR variable identifier	MIP variable identifier	Structure identifier										
AERday	1	Geopotential Height at 500hPa	m	geopotential height on the 500 hPa surface		zg500	geopotential_height	area: time: mean		real	longitude latitude time p500	zg500	aerosol	day	area: areacella	AERday ((isd.003))	AERday	-1	0fabb742-817d-11e6-b80b-5404a60d96b5	c0007a5e2b555d399d9bfe49f7502f1b	f7e53744-562c-11e6-a2a4-ac72891c3257	Temporal mean, Global field (single level) [XY-na] {:p500} [tmean]					AerChemMIP,DCPP,PAMIP,PMIP	PMIP	All			
MIP table	Priority	Long name	units	description	comment	Variable Name	CF Standard Name	cell_methods	positive	type	dimensions	CMOR Name	modeling_realm	frequency	cell_measures	prov	provNote	rowIndex	UID	vid	stid	Structure Title	valid_min	valid_max	ok_min_mean_abs	ok_max_mean_abs	MIPs (requesting)	MIPs (by experiment)	Number of Years	Slice Type	Years	Grid	
